Formula,found_mz,theoretical_mz,found_intensity,theoretical_intensity,predicted_charge,mz_difference,charge,splitting_error
M9I6L3_Cnt8,661.1764,661.1829546418601,262200.0,0.0029569552280008793,10,-0.10099999999999909,10,0.9999999999990905
M9I5L4_Cnt9,755.2084,755.2091771620112,704200.0,0.002687027445062995,9,-0.10800000000006094,9,2.7999999999451575
M9I3L7_Cnt3,476.4187,476.4163021763667,36940000.0,0.004247434437274933,15,-0.06670000000002574,15,0.05000000003860805
M9I3L7_Cnt3,476.152,476.1499221097,6816000.0,0.00367204868234694,15,-0.066599999999994,15,0.100000000009004
M9I3L3_Cnt9,558.3393,558.3398781479889,405700.0,0.003481545951217413,9,-0.11350000000004457,9,2.1500000000401087
M9I3L3_Cnt9,558.2258,558.2287090368777,283100.0,0.0036638935562223196,9,-0.11349999999993088,9,2.1499999999377906
M9I1L7_Cnt5,477.2097,477.2103656482846,8986000.0,0.0038694648537784815,13,-0.07630000000000337,13,0.8099999999956253
M9I1L7_Cnt5,477.1335,477.13379210982305,268400.0,0.003632673993706703,13,-0.07619999999997162,13,0.9400000000368891
M9I1L7_Cnt5,476.9047,476.90300403289996,11960000.0,0.003345281118527055,13,-0.07620000000002847,13,0.9399999999629927
M8I2L7_Cnt3,501.9308,501.92749535819996,27770000.0,0.0051442645490169525,13,-0.07830000000001291,13,1.7900000000167893
M7I5L3_Cnt2,449.8114,449.80855717914164,435000.0,0.006900969427078962,12,-0.08330000000000837,12,0.03999999998995918
M7I4L4_Cnt5,640.7534,640.7499846610222,1155000.0,0.004797992762178183,9,-0.11049999999988813,9,0.5500000001006811
M7I4L3_Cnt4,501.6473,501.64474659207997,423700.0,0.006719952914863825,10,-0.09780000000000655,10,2.1999999999934516
M7I3L2_Cnt7,580.1235,580.1272502033571,234100.0,0.005309084430336952,7,-0.14709999999990941,7,2.96999999993659
M7I2L6_Cnt2,475.9044,475.90192196901666,6811000.0,0.007200246211141348,12,-0.08569999999997435,12,2.8399999999692227
M7I2L6_Cnt2,475.6473,475.65190155234995,1825000.0,0.007589543703943491,12,-0.0857000000000312,12,2.840000000037435
M6I3L1_Cnt5,451.2381,451.2371317878714,669600.0,0.011694137006998062,7,-0.13910000000004175,7,2.629999999970778
M6I2L2_Cnt6,558.2877,558.2847324257667,6427000.0,0.009670477360486984,6,-0.1651000000000522,6,0.939999999968677
M6I0L7_Cnt4,670.5809,670.58588944485,259000.0,0.007601455319672823,8,-0.12439999999992324,8,0.4800000000614091
M5I1L5_Cnt4,756.0723,756.0687115418167,272200.0,0.008703604340553284,6,-0.16809999999998126,6,0.8599999999887586
M5I1L2_Cnt5,527.7073,527.7036277371401,2375000.0,0.015980487689375877,5,-0.20049999999991996,5,0.24999999995998223
M4I4L0_Cnt4,709.9326,709.9389973689,412100.0,0.017933612689375877,4,-0.2558999999999969,4,2.359999999998763
M4I4L0_Cnt4,709.6884,709.6899053689,3366000.0,0.017821667715907097,4,-0.244199999999978,4,2.320000000008804
M4I3L2_Cnt1,477.2956,477.2991605919286,257300.0,0.021205713972449303,7,-0.1430000000000291,7,0.10000000002037268
M4I3L2_Cnt1,477.1525,477.1558241633571,5110000.0,0.019316617399454117,7,-0.143100000000004,7,0.17000000000280124
M4I3L2_Cnt1,477.0095,477.0138905919286,347400.0,0.024641191586852074,7,-0.14299999999997226,7,0.09999999998058229
M3I4L0_Cnt1,502.9679,502.96361776712,297400.0,0.03587863966822624,5,-0.19580000000001974,5,2.099999999990132
M3I4L0_Cnt1,502.7624,502.7649107671201,393800.0,0.0255334060639143,5,-0.20549999999997226,5,2.74999999998613
M3I4L0_Cnt1,501.97,501.96577056712005,258900.0,0.02207448147237301,5,-0.19559999999995625,5,2.2000000000218733
M3I4L0_Cnt1,501.7646,501.76509956712,238600.0,0.027032596990466118,5,-0.1956000000000131,5,2.1999999999934516
M3I3L1_Cnt2,675.7222,675.7165789687749,369100.0,0.024195652455091476,4,-0.24959999999998672,4,0.16000000000531145
M3I3L1_Cnt2,675.4612,675.467714968775,280100.0,0.030762609094381332,4,-0.24959999999998672,4,0.16000000000531145
M3I2L1_Cnt2,536.9012,536.90131497155,502100.0,0.032504595816135406,4,-0.25289999999995416,4,1.1599999999816646
M3I2L1_Cnt2,536.6484,536.65047622155,581000.0,0.024837257340550423,4,-0.25279999999997926,4,1.1199999999917054
M3I2L1_Cnt2,536.4058,536.4020924715501,485500.0,0.028327928856015205,4,-0.24260000000003856,4,2.959999999984575
M3I2L1_Cnt2,536.1531,536.15322847155,544800.0,0.027354249730706215,4,-0.25270000000000437,4,1.0800000000017462
M3I2L1_Cnt2,535.9004,535.90238972155,489800.0,0.04215196147561073,4,-0.25270000000000437,4,1.0800000000017462
M3I2L1_Cnt2,535.6478,535.65155097155,352900.0,0.03220895305275917,4,-0.25260000000002947,4,1.040000000011787
M3I1L2_Cnt2,562.4102,562.4110260114251,299000.0,0.022937647998332977,4,-0.24839999999994689,4,0.6400000000212458
M3I1L2_Cnt2,562.1618,562.1626422614249,311900.0,0.027674812823534012,4,-0.24840000000006057,4,0.6399999999757711
M3I1L2_Cnt2,561.9135,561.913778261425,245600.0,0.02828245796263218,4,-0.248299999999972,4,0.680000000011205
M2I3L0_Cnt0,451.405,451.408635741675,9408000.0,0.03773398697376251,4,-0.2504000000000133,4,0.16000000000531145
M2I3L0_Cnt0,451.1546,451.157796991675,11750000.0,0.061748795211315155,4,-0.25039999999995644,4,0.15999999998257408
M2I3L0_Cnt0,450.9044,450.906958241675,13400000.0,0.05008040741086006,4,-0.25020000000000664,4,0.08000000000265572
M2I3L0_Cnt0,450.6541,450.65809424167503,10860000.0,0.09188221395015717,4,-0.25029999999998154,4,0.1199999999926149
M2I2L1_Cnt0,477.1716,477.16918553155,25570000.0,0.03927908092737198,4,-0.24790000000001555,4,0.8399999999937791
M2I2L1_Cnt0,476.9142,476.91834678155,34390000.0,0.06052771210670471,4,-0.2574000000000183,4,2.9600000000073123
M2I2L1_Cnt0,476.6664,476.66948278155,43290000.0,0.05844727158546448,4,-0.2477999999999838,4,0.8800000000064756
M2I2L1_Cnt0,476.4187,476.41864403155,36940000.0,0.09006524085998535,4,-0.2477000000000089,4,0.9199999999964348
M2I2L1_Cnt0,476.171,476.16780528155,34480000.0,0.06882022321224213,4,-0.2477000000000089,4,0.9199999999964348
M2I2L1_Cnt0,475.9234,475.91942153155003,20070000.0,0.07849233597517014,4,-0.24759999999997717,4,0.9600000000091313
M2I2L1_Cnt0,475.6664,475.66858278154996,14800000.0,0.05997718870639801,4,-0.257000000000005,4,2.800000000002001
M2I2L0_Cnt2,710.6887,710.6895388689001,2542000.0,0.04063417762517929,2,-0.5004000000000133,2,0.08000000000265572
M2I2L0_Cnt2,710.1885,710.1878613689,2674000.0,0.04943358525633812,2,-0.5002000000000635,2,0.040000000012696546
M2I2L0_Cnt2,709.6884,709.6901333689001,3366000.0,0.06046365946531296,2,-0.5000999999999749,2,0.01999999999497959
M2I2L0_Cnt2,709.1885,709.1884558689001,2492000.0,0.07355717569589615,2,-0.4999000000000251,2,0.01999999999497959
M2I2L0_Cnt2,708.6888,708.6916883689,2748000.0,0.052694402635097504,2,-0.4996999999999616,2,0.060000000007676135
M2I2L0_Cnt2,708.1893,708.1900108689001,1347000.0,0.06410547345876694,2,-0.4995000000000118,2,0.09999999999763531
M2I2L0_Cnt2,707.6899,707.6918268689001,1396000.0,0.03185265511274338,2,-0.4994000000000369,2,0.1199999999926149
M2I1L2_Cnt0,502.9287,502.929735321425,24710000.0,0.040611930191516876,4,-0.2447999999999979,4,2.0800000000008367
M2I1L2_Cnt0,502.6743,502.678896571425,26590000.0,0.05913221463561058,4,-0.25439999999997553,4,1.7599999999902138
M2I1L2_Cnt0,502.4297,502.43003257142504,35430000.0,0.060430556535720825,4,-0.24459999999999127,4,2.1600000000034925
M2I1L2_Cnt0,502.1753,502.17919382142503,26160000.0,0.08798874169588089,4,-0.2544000000000324,4,1.7600000000129512
M2I1L2_Cnt0,501.9308,501.928355071425,27770000.0,0.06355670094490051,4,-0.24450000000001637,4,2.1999999999934516
M2I1L2_Cnt0,501.6766,501.679971321425,16080000.0,0.07668265700340271,4,-0.2541999999999689,4,1.6799999999875581
M2I1L2_Cnt0,501.4323,501.42913257142504,10870000.0,0.05539000406861305,4,-0.24430000000000973,4,2.2799999999961074
M2I1L1_Cnt2,761.7115,761.70896094865,1512000.0,0.04565279558300972,2,-0.4940000000000282,2,1.1999999999943611
M2I1L1_Cnt2,761.2177,761.21123294865,1625000.0,0.0609823577105999,2,-0.4937999999999647,2,1.2400000000070577
M2I1L1_Cnt2,760.712,760.70955544865,1444000.0,0.06793136149644852,2,-0.4936000000000149,2,1.2799999999970169
M2I1L1_Cnt2,760.2185,760.21278794865,1385000.0,0.053146447986364365,2,-0.49350000000004,2,1.2999999999919964
M2I1L1_Cnt2,759.7131,759.7111104486501,919500.0,0.05920254439115524,2,-0.49339999999995143,2,1.3200000000097134
M2I1L1_Cnt2,759.22,759.21292644865,1004000.0,0.02941649593412876,2,-0.49310000000002674,2,1.3799999999946522
M2I0L3_Cnt0,528.6903,528.6902851113,5881000.0,0.04173724725842476,4,-0.25090000000000146,4,0.3600000000005821
M2I0L3_Cnt0,528.4395,528.4394463613,7321000.0,0.0575961172580719,4,-0.25080000000002656,4,0.3200000000106229
M2I0L3_Cnt0,528.1887,528.1905823613,7958000.0,0.062105026096105576,4,-0.25079999999991287,4,0.31999999996514816
M2I0L3_Cnt0,527.9379,527.9397436113,6716000.0,0.08570303022861481,4,-0.25080000000002656,4,0.3200000000106229
M2I0L3_Cnt0,527.6872,527.6889048613,6112000.0,0.05869574472308159,4,-0.25070000000005166,4,0.2800000000206637
M2I0L3_Cnt0,527.4366,527.4405211113,3889000.0,0.07469064742326736,4,-0.2505999999999631,4,0.2399999999852298
M2I0L3_Cnt0,527.186,527.1896823613,2464000.0,0.051153652369976044,4,-0.2505999999999631,4,0.2399999999852298
M1I2L0_Cnt0,591.2249,591.2203699889001,751300.0,0.0792178064584732,2,-0.49899999999990996,2,0.200000000018008
M1I2L0_Cnt0,590.7263,590.7226419889,1212000.0,0.09689360857009888,2,-0.49860000000001037,2,0.27999999999792635
M1I2L0_Cnt0,590.2278,590.2258744889,1481000.0,0.06849868595600128,2,-0.49850000000003547,2,0.29999999999290594
M1I2L0_Cnt0,589.7295,589.7241969889001,1153000.0,0.16888660192489624,2,-0.487700000000018,2,2.4599999999963984
M1I2L0_Cnt0,589.2208,589.2225194888999,743100.0,0.20545929670333862,2,-0.4980999999999085,2,0.38000000001829903
M1I1L1_Cnt0,643.2417,643.24314706865,1296000.0,0.0656752809882164,2,-0.4981999999999971,2,0.3600000000005821
