Formula,found_mz,theoretical_mz,found_intensity,theoretical_intensity,predicted_charge,mz_difference,charge,splitting_error
M9I4L3_Cnt5,476.9142,476.9135587154461,71410000.0,0.0059296381659805775,13,-0.07630000000000337,13,0.8099999999956253
M9I4L3_Cnt5,476.6855,476.68262286929235,23330000.0,0.005530741065740585,13,-0.07620000000002847,13,0.9399999999629927
M7I5L1_Cnt4,502.6743,502.67595192129,42240000.0,0.00782637670636177,10,-0.09789999999998145,10,2.1000000000185537
M7I3L3_Cnt3,449.8114,449.8117716138091,712200.0,0.008862126618623734,11,-0.09250000000002956,11,1.7500000000325144
M6I4L2_Cnt5,762.6876,762.6848457360571,747700.0,0.007755402475595474,7,-0.14459999999996853,7,1.219999999977972
M2I3L0_Cnt1,695.1823,695.1839459155667,3677000.0,0.034004826098680496,3,-0.33379999999999654,3,0.13999999999896318
M2I3L0_Cnt1,694.8486,694.8494942489001,4384000.0,0.0546785444021225,3,-0.33370000000002165,3,0.11000000000649379
M2I3L0_Cnt1,694.515,694.5176755822334,5049000.0,0.05059918388724327,3,-0.33360000000004675,3,0.08000000001402441
M2I3L0_Cnt1,694.1815,694.1832239155668,4104000.0,0.08136167377233505,3,-0.33349999999995816,3,0.04999999998744897
M2I3L0_Cnt1,693.848,693.8487722489,3904000.0,0.06484942138195038,3,-0.33350000000007185,3,0.050000000021555024
M2I3L0_Cnt1,693.5146,693.5175939155666,2745000.0,0.07090713083744049,3,-0.33339999999998327,3,0.01999999999497959
M2I3L0_Cnt1,693.1814,693.1831422489,1845000.0,0.0565166175365448,3,-0.3331999999999198,3,0.04000000002406523
M2I3L0_Cnt0,451.405,451.408635741675,22850000.0,0.03773398697376251,4,-0.2504000000000133,4,0.16000000000531145
M2I3L0_Cnt0,451.1546,451.157796991675,28760000.0,0.061748795211315155,4,-0.25039999999995644,4,0.15999999998257408
M2I3L0_Cnt0,450.9044,450.906958241675,33020000.0,0.05008040741086006,4,-0.25020000000000664,4,0.08000000000265572
M2I3L0_Cnt0,450.6541,450.65809424167503,26560000.0,0.09188221395015717,4,-0.25029999999998154,4,0.1199999999926149
M2I2L1_Cnt1,729.5339,729.5313456354,8309000.0,0.035326037555933,3,-0.3301999999999907,3,0.940000000002783
M2I2L1_Cnt1,729.2039,729.1968939687332,8600000.0,0.0535438172519207,3,-0.3300000000000409,3,0.9999999999877218
M2I2L1_Cnt1,728.8621,728.8650753020667,11230000.0,0.05256514996290207,3,-0.32999999999992724,3,1.0000000000218279
M2I2L1_Cnt1,728.5322,728.5306236353999,9133000.0,0.07967320084571838,3,-0.32990000000006603,3,1.0299999999801912
M2I2L1_Cnt1,728.2024,728.1961719687333,7842000.0,0.059889595955610275,3,-0.32979999999997744,3,1.0600000000067666
M2I2L1_Cnt1,727.8609,727.8649936354,5337000.0,0.06943561881780624,3,-0.32970000000000255,3,1.089999999999236
M2I2L1_Cnt1,727.5312,727.5305419687334,3612000.0,0.052194103598594666,3,-0.32970000000000255,3,1.089999999999236
M2I2L1_Cnt0,477.1716,477.16918553155,58640000.0,0.03927908092737198,4,-0.24790000000001555,4,0.8399999999937791
M2I2L1_Cnt0,476.9142,476.91834678155,71410000.0,0.06052771210670471,4,-0.2574000000000183,4,2.9600000000073123
M2I2L1_Cnt0,476.6664,476.66948278155,91070000.0,0.05844727158546448,4,-0.2477999999999838,4,0.8800000000064756
M2I2L1_Cnt0,476.4187,476.41864403155,77960000.0,0.09006524085998535,4,-0.2477000000000089,4,0.9199999999964348
M2I2L1_Cnt0,476.171,476.16780528155,72740000.0,0.06882022321224213,4,-0.2477000000000089,4,0.9199999999964348
M2I2L1_Cnt0,475.9234,475.91942153155003,41900000.0,0.07849233597517014,4,-0.24759999999997717,4,0.9600000000091313
M2I2L1_Cnt0,475.6664,475.66858278154996,30640000.0,0.05997718870639801,4,-0.257000000000005,4,2.800000000002001
M2I1L2_Cnt1,763.8813,763.8787453552333,4226000.0,0.0364593006670475,3,-0.32579999999995835,3,2.2600000000124965
M2I1L2_Cnt1,763.5436,763.5442936885667,5314000.0,0.052262820303440094,3,-0.33770000000004075,3,1.3100000000122236
M2I1L2_Cnt1,763.218,763.2124750219,5641000.0,0.05425144359469414,3,-0.32560000000000855,3,2.3199999999974352
M2I1L2_Cnt1,762.8804,762.8780233552334,4666000.0,0.07776708155870438,3,-0.32560000000000855,3,2.3199999999974352
M2I1L2_Cnt1,762.5429,762.5435716885667,4479000.0,0.05530910938978195,3,-0.33749999999997726,3,1.2499999999931788
M2I1L2_Cnt1,762.2175,762.2123933552334,3366000.0,0.06777442246675491,3,-0.32540000000005875,3,2.379999999982374
M2I1L2_Cnt1,761.8802,761.8779416885667,1766000.0,0.04820218309760094,3,-0.32530000000008386,3,2.4099999999748434
M2I1L2_Cnt0,502.9287,502.929735321425,38900000.0,0.040611930191516876,4,-0.2447999999999979,4,2.0800000000008367
M2I1L2_Cnt0,502.6743,502.678896571425,42240000.0,0.05913221463561058,4,-0.25439999999997553,4,1.7599999999902138
M2I1L2_Cnt0,502.4297,502.43003257142504,55790000.0,0.060430556535720825,4,-0.24459999999999127,4,2.1600000000034925
M2I1L2_Cnt0,502.1753,502.17919382142503,41440000.0,0.08798874169588089,4,-0.2544000000000324,4,1.7600000000129512
M2I1L2_Cnt0,501.9308,501.928355071425,43860000.0,0.06355670094490051,4,-0.24450000000001637,4,2.1999999999934516
M2I1L2_Cnt0,501.6766,501.679971321425,25310000.0,0.07668265700340271,4,-0.2541999999999689,4,1.6799999999875581
M2I1L2_Cnt0,501.4323,501.42913257142504,17370000.0,0.05539000406861305,4,-0.24430000000000973,4,2.2799999999961074
M2I1L1_Cnt2,955.1294,955.12501534865,497700.0,0.050704676657915115,2,-0.4856999999999516,2,2.860000000009677
M2I1L1_Cnt2,954.6304,954.62333784865,675500.0,0.05388563126325607,2,-0.4855000000000018,2,2.899999999999636
M2I1L1_Cnt2,954.1314,954.12560984865,480500.0,0.07544856518507004,2,-0.4855000000000018,2,2.899999999999636
M2I1L1_Cnt2,953.6327,953.62393234865,606000.0,0.08018182218074799,2,-0.485300000000052,2,2.9399999999895954
M2I1L1_Cnt1,543.78,543.7754236391,559400.0,0.03552528843283653,3,-0.32580000000007203,3,2.2599999999783904
M2I1L1_Cnt1,543.4442,543.4442453057667,805300.0,0.05692622438073158,3,-0.33579999999994925,3,0.7399999999847751
M2I1L1_Cnt1,543.1085,543.1097936391,1092000.0,0.061920955777168274,3,-0.33569999999997435,3,0.7099999999923057
M2I1L1_Cnt1,542.783,542.7779749724333,854800.0,0.08470622450113297,3,-0.32550000000003365,3,2.3499999999899046
M2I1L1_Cnt1,542.4475,542.4435233057667,1600000.0,0.0921383872628212,3,-0.32540000000005875,3,2.379999999982374
M2I1L1_Cnt1,542.1121,542.1123449724333,1544000.0,0.07382192462682724,3,-0.33539999999993597,3,0.6199999999807915
M2I1L1_Cnt1,541.7768,541.7778933057666,2177000.0,0.08029909431934357,3,-0.33530000000007476,3,0.5900000000224281
M2I0L3_Cnt1,797.8965,797.8916934084,832800.0,0.0508645623922348,3,-0.3329000000001088,3,0.12999999996736733
M2I0L3_Cnt1,796.5532,796.5597930750668,482500.0,0.06596116721630096,3,-0.3327000000000453,3,0.18999999998641215
M2I0L3_Cnt0,528.6903,528.6902851113,7722000.0,0.04173724725842476,4,-0.25090000000000146,4,0.3600000000005821
M2I0L3_Cnt0,528.4395,528.4394463613,9572000.0,0.0575961172580719,4,-0.25080000000002656,4,0.3200000000106229
M2I0L3_Cnt0,528.1887,528.1905823613,10340000.0,0.062105026096105576,4,-0.25079999999991287,4,0.31999999996514816
M2I0L3_Cnt0,527.9379,527.9397436113,8743000.0,0.08570303022861481,4,-0.25080000000002656,4,0.3200000000106229
M2I0L3_Cnt0,527.6872,527.6889048613,7985000.0,0.05869574472308159,4,-0.25070000000005166,4,0.2800000000206637
M2I0L3_Cnt0,527.4366,527.4405211113,5075000.0,0.07469064742326736,4,-0.2505999999999631,4,0.2399999999852298
M2I0L3_Cnt0,527.186,527.1896823613,3240000.0,0.051153652369976044,4,-0.2505999999999631,4,0.2399999999852298
M1I2L0_Cnt0,590.7263,590.7226419889,1828000.0,0.09689360857009888,2,-0.49860000000001037,2,0.27999999999792635
M1I2L0_Cnt0,590.2278,590.2258744889,2224000.0,0.06849868595600128,2,-0.49850000000003547,2,0.29999999999290594
M1I2L0_Cnt0,589.7295,589.7241969889001,1721000.0,0.16888660192489624,2,-0.487700000000018,2,2.4599999999963984
M1I2L0_Cnt0,589.2208,589.2225194888999,972300.0,0.20545929670333862,2,-0.4980999999999085,2,0.38000000001829903
M1I1L1_Cnt0,642.7437,642.74146956865,2243000.0,0.07315905392169952,2,-0.4980000000000473,2,0.39999999999054126
M1I1L1_Cnt0,642.2458,642.24374156865,4176000.0,0.09772482514381409,2,-0.4978999999999587,2,0.4200000000082582
M1I1L1_Cnt0,641.7482,641.74206406865,4630000.0,0.10886067897081375,2,-0.497600000000034,2,0.479999999993197
M1I1L1_Cnt0,641.2507,641.24529656865,3426000.0,0.17033541202545166,2,-0.4864000000000033,2,2.719999999999345
M1I1L1_Cnt0,640.7424,640.74361906865,1353000.0,0.18974532186985016,2,-0.49720000000002074,2,0.5599999999958527
M11I8L3_Cnt5,503.3987,503.3982174268471,824000.0,0.002741041127592325,17,-0.05879999999996244,17,0.04000000006385562
M11I7L2_Cnt10,728.4851,728.482914084925,534200.0,0.002302156761288643,12,-0.08249999999998181,12,1.0000000000218279
M11I6L4_Cnt5,476.9714,476.97359320158824,872700.0,0.003015026682987809,17,-0.05719999999996617,17,2.7600000000575164
M11I6L4_Cnt5,476.9142,476.91457231923533,71410000.0,0.003366704797372222,17,-0.05720000000002301,17,2.7599999999608826
M11I5L6_Cnt4,477.2193,477.22106910860555,5021000.0,0.003936691675335169,18,-0.05720000000002301,18,2.9600000000414184
M11I5L6_Cnt4,477.1621,477.16532716416106,38630000.0,0.003922181203961372,18,-0.05719999999996617,18,2.9599999999391002
M11I3L6_Cnt10,762.8322,762.8303138047585,492400.0,0.002234463347122073,12,-0.0844000000000733,12,1.2800000000879663
M11I0L5_Cnt9,502.919,502.92068367400003,23380000.0,0.002674282528460026,13,-0.07830000000001291,13,1.7900000000167893
M10I8L1_Cnt5,478.1446,478.1491269306401,783300.0,0.0042119938880205154,15,-0.06680000000000064,15,0.20000000000095497
M10I2L9_Cnt3,503.1931,503.19153203843535,14140000.0,0.004671250469982624,17,-0.05869999999998754,17,0.21000000002118213
M10I2L9_Cnt3,502.9581,502.95649080314115,2241000.0,0.0040384517051279545,17,-0.05869999999998754,17,0.21000000002118213
M10I0L10_Cnt3,476.4187,476.4145154602353,77960000.0,0.004343500826507807,17,-0.05720000000002301,17,2.7599999999608826
M0I0L1_Cnt0,728.226,728.2249931484,1966000.0,0.11255306005477905,1,-1.0014999999999645,1,0.14999999999645297
L+H,662.3104,662.3113251803001,2339000.0,0.2921288311481476,1,-1.0001000000000886,1,0.010000000008858478
L+H,661.3111,661.3079701803,5486000.0,0.6002140045166016,1,-0.9992999999999483,1,0.07000000000516593
I+H,558.2671,558.2657710208,20770000.0,0.6499214172363281,1,-1.0008000000000266,1,0.08000000000265572
