Formula,found_mz,theoretical_mz,found_intensity,theoretical_intensity,predicted_charge,mz_difference,charge,splitting_error
M9I2L6_Cnt9,513.2156,513.2167926362,7178000.0,0.0034604044631123543,9,-0.1087999999999738,9,2.080000000023574
M2I0L2_Cnt3,1253.2914,1253.2795371712,5800000.0,0.06468567252159119,1,-0.9890000000000327,1,1.0999999999967258
M2I0L2_Cnt3,1252.2874,1252.2831691712,5963000.0,0.04821142181754112,1,-0.9885000000001583,1,1.1499999999841748
M2I0L2_Cnt2,583.6393,583.6399871456001,5311000.0,0.04716557636857033,2,-0.4955999999999676,2,0.8800000000064756
M2I0L2_Cnt2,583.1438,583.1383096456,11620000.0,0.08075615018606186,2,-0.4954999999999927,2,0.9000000000014552
M2I0L2_Cnt2,582.6381,582.6401256455999,7102000.0,0.040126025676727295,2,-0.49519999999995434,2,0.9600000000091313
M1I1L1_Cnt0,413.6491,413.64816368585,2676000.0,0.16079072654247284,2,-0.49720000000002074,2,0.5599999999958527
M1I1L1_Cnt0,413.1522,413.15139618585005,2864000.0,0.14246712625026703,2,-0.49689999999998236,2,0.6200000000035288
M1I1L1_Cnt0,412.6467,412.64971868585,3284000.0,0.2802599370479584,2,-0.5054999999999836,2,1.0999999999967258
M1I0L1_Cnt1,583.1438,583.1383096456,11620000.0,0.2841762602329254,1,-0.9910999999999603,1,0.8900000000039654
M1I0L1_Cnt1,582.1431,582.1419416455999,10780000.0,0.07060059905052185,1,-0.9901999999999589,1,0.9800000000041109
M10I1L9_Cnt9,514.1257,514.1212750378637,66190000.0,0.002941554645076394,11,-0.08899999999994179,11,2.1000000000640284
M10I11L0_Cnt10,514.1158,514.1121863467099,2637000.0,0.002574400743469596,10,-0.0988999999999578,10,1.1000000000422006
L+H,433.2164,433.2140697975,55350000.0,0.7294593453407288,1,-0.9997999999999934,1,0.02000000000066393
