Formula,found_mz,theoretical_mz,found_intensity,theoretical_intensity,predicted_charge,mz_difference,charge,splitting_error
M9I6L3_Cnt3,450.4411,450.4369637145734,1029000.0,0.0060785203240811825,15,-0.06479999999999109,15,2.8000000000133696
M9I6L3_Cnt3,450.1725,450.1705836479067,20670000.0,0.00630610017105937,15,-0.06479999999999109,15,2.8000000000133696
M9I4L3_Cnt5,476.9142,476.9135587154461,32650000.0,0.0059296381659805775,13,-0.07630000000000337,13,0.8099999999956253
M9I4L3_Cnt5,476.6855,476.68262286929235,28600000.0,0.005530741065740585,13,-0.07620000000002847,13,0.9399999999629927
M9I4L3_Cnt5,476.6093,476.6061971000615,253200.0,0.005126369651407003,13,-0.07619999999997162,13,0.9400000000368891
M9I4L3_Cnt5,476.533,476.5290159462154,278100.0,0.00482007022947073,13,-0.07630000000000337,13,0.8099999999956253
M9I2L4_Cnt9,762.5911,762.5923205101556,365700.0,0.0037603441160172224,9,-0.10850000000004911,9,2.3499999999557986
M8I2L4_Cnt4,450.1539,450.15117289094997,15850000.0,0.007757849991321564,12,-0.08339999999998327,12,0.07999999997991836
M8I2L4_Cnt4,449.9039,449.90099239094997,12550000.0,0.008147366344928741,12,-0.08339999999998327,12,0.07999999997991836
M7I3L3_Cnt3,449.9039,449.9020929774455,12550000.0,0.009253764525055885,11,-0.09260000000000446,11,1.8600000000049022
M7I3L3_Cnt3,449.8114,449.8117716138091,310200.0,0.008862126618623734,11,-0.09250000000002956,11,1.7500000000325144
M6I4L2_Cnt2,450.404,450.40410918123996,25180000.0,0.015212713740766048,10,-0.10190000000000055,10,1.9000000000005457
M4I1L2_Cnt2,450.2373,450.2347858076167,468500.0,0.026632722467184067,6,-0.16669999999999163,6,0.01999999999497959
M2I3L0_Cnt2,1182.2333,1182.23288876335,777600.0,0.04840344563126564,2,-0.49519999999984066,2,0.9600000000318687
M2I3L0_Cnt2,1181.738,1181.73516076335,853700.0,0.04557124152779579,2,-0.49530000000004293,2,0.9399999999914144
M2I3L0_Cnt2,1180.2382,1180.2350382633501,405200.0,0.0627695843577385,2,-0.49479999999994106,2,1.040000000011787
M2I3L0_Cnt2,1179.7434,1179.73336076335,290900.0,0.049182597547769547,2,-0.49479999999994106,2,1.040000000011787
M2I3L0_Cnt1,695.1823,695.1839459155667,7572000.0,0.034004826098680496,3,-0.33379999999999654,3,0.13999999999896318
M2I3L0_Cnt1,694.8486,694.8494942489001,9027000.0,0.0546785444021225,3,-0.33370000000002165,3,0.11000000000649379
