Formula,found_mz,theoretical_mz,found_intensity,theoretical_intensity,predicted_charge,mz_difference,charge,splitting_error
M9I2L3_Cnt9,558.2585,558.2594906592221,96340000.0,0.006511434447020292,9,-0.11339999999995598,9,2.0599999999603824
M8I1L3_Cnt7,456.1394,456.13825246267777,718100.0,0.010772481560707092,9,-0.11189999999999145,9,0.7099999999923057
M7I1L6_Cnt4,557.2382,557.23671384393,6720000.0,0.01117650605738163,10,-0.1029999999999518,10,2.999999999951797
M6I1L5_Cnt2,455.124,455.12371505109,1242000.0,0.017207175493240356,10,-0.10239999999998872,10,2.3999999999887223
M5I1L5_Cnt3,662.178,662.1795248429856,1040000.0,0.01752767711877823,7,-0.14599999999995816,7,2.1999999999707143
M2I3L0_Cnt2,1051.7761,1051.7692968733502,809300.0,0.03396475315093994,2,-0.4954999999999927,2,0.9000000000014552
M2I3L0_Cnt2,1051.2666,1051.26761937335,975000.0,0.0546141043305397,2,-0.4954000000000178,2,0.9199999999964348
M2I3L0_Cnt2,1050.7715,1050.7698913733502,1106000.0,0.05053955316543579,2,-0.49509999999986576,2,0.9800000000268483
M2I3L0_Cnt2,1049.2723,1049.2697688733501,610900.0,0.07082357257604599,2,-0.49489999999991596,2,1.0200000000168075
M2I3L0_Cnt1,651.5297,651.5288561189001,1735000.0,0.03580252826213837,3,-0.33419999999989614,3,0.2599999999688407
M2I3L0_Cnt1,651.1956,651.1944044522334,2335000.0,0.05807418003678322,3,-0.3341000000000349,3,0.23000000001047738
M2I3L0_Cnt1,650.8615,650.8625857855667,2456000.0,0.05327416583895683,3,-0.3341000000000349,3,0.23000000001047738
M2I3L0_Cnt1,650.5275,650.5281341189001,2066000.0,0.0864143818616867,3,-0.33399999999994634,3,0.19999999998390194
M2I3L0_Cnt1,650.1936,650.1936824522334,2166000.0,0.06947561353445053,3,-0.33390000000008513,3,0.1700000000255386
M2I3L0_Cnt1,649.8598,649.8625041189001,1255000.0,0.0753105953335762,3,-0.33379999999999654,3,0.13999999999896318
M2I3L0_Cnt1,649.5261,649.5280524522333,937100.0,0.06054836884140968,3,-0.33369999999990796,3,0.10999999997238774
M2I2L1_Cnt2,1102.7961,1102.7887189531,687800.0,0.05348071828484535,2,-0.49279999999998836,2,1.4400000000023283
M2I2L1_Cnt2,1102.2889,1102.2909909531,754000.0,0.052503202110528946,2,-0.49270000000001346,2,1.459999999997308
M2I2L1_Cnt2,1101.7964,1101.7893134531,624200.0,0.07957930862903595,2,-0.49250000000006366,2,1.499999999987267
M2I2L1_Cnt2,1101.2893,1101.2876359531,597400.0,0.059819016605615616,2,-0.5071000000000367,2,1.4200000000073487
M2I2L1_Cnt1,685.5377,685.5418041720667,1320000.0,0.0568971261382103,3,-0.342899999999986,3,2.869999999995798
M2I2L1_Cnt1,685.2064,685.2099855053999,1996000.0,0.055399321019649506,3,-0.331299999999942,3,0.6100000000174077
M2I2L1_Cnt1,684.8751,684.8755338387333,1276000.0,0.08466292917728424,3,-0.33130000000005566,3,0.6099999999833017
M2I2L1_Cnt1,684.5439,684.5410821720667,1207000.0,0.06416197121143341,3,-0.3311999999999671,3,0.6400000000098771
M2I2L1_Cnt1,684.2128,684.2099038387333,1252000.0,0.07378419488668442,3,-0.3310999999999922,3,0.6700000000023465
M2I2L0_Cnt2,773.1408,773.1354138789001,2046000.0,0.03842202574014664,2,-0.497600000000034,2,0.479999999993197
M2I2L0_Cnt2,772.6434,772.6386463789,2500000.0,0.056497685611248016,2,-0.48529999999993834,2,2.9400000000123327
M2I2L0_Cnt2,772.1461,772.1409183789001,3673000.0,0.03500661626458168,2,-0.48509999999998854,2,2.980000000002292
M2I2L0_Cnt2,771.6368,771.6392408789001,2105000.0,0.08406855911016464,2,-0.49710000000004584,2,0.5799999999908323
M2I2L0_Cnt2,771.1398,771.1375633789,2746000.0,0.09965135902166367,2,-0.49699999999995725,2,0.6000000000085493
M2I2L0_Cnt2,770.643,770.6407958789,1741000.0,0.07326620072126389,2,-0.49680000000000746,2,0.6399999999985084
M2I2L0_Cnt2,770.1464,770.1391183789001,2042000.0,0.08684669435024261,2,-0.49660000000005766,2,0.6799999999884676
M2I2L0_Cnt1,465.7717,465.7729341226,1814000.0,0.04121151939034462,3,-0.33909999999997353,3,1.7299999999920601
M2I2L0_Cnt1,465.4421,465.44175578926667,2389000.0,0.05982258543372154,3,-0.32960000000002765,3,1.1199999999917054
M2I2L0_Cnt1,465.1126,465.10993712260006,3440000.0,0.03658537566661835,3,-0.3294999999999959,3,1.1500000000012278
M2I2L0_Cnt1,464.7738,464.7754854559334,2314000.0,0.08901601284742355,3,-0.329400000000021,3,1.1799999999936972
M2I2L0_Cnt1,464.4446,464.44103378926667,2992000.0,0.10688620060682297,3,-0.32920000000001437,3,1.239999999995689
M2I2L0_Cnt1,464.106,464.1098554559333,1438000.0,0.07757792621850967,3,-0.33859999999998536,3,1.5799999999956071
M2I2L0_Cnt1,463.777,463.7754037892667,1815000.0,0.09315188974142075,3,-0.32900000000000773,3,1.2999999999976808
M2I1L1_Cnt2,824.6596,824.65651345865,1081000.0,0.03548342362046242,2,-0.5013999999999896,2,0.27999999999792635
M2I1L1_Cnt2,824.1584,824.15974595865,1238000.0,0.05685913562774658,2,-0.5011999999999261,2,0.2399999999852298
