Formula,found_mz,theoretical_mz,found_intensity,theoretical_intensity,predicted_charge,mz_difference,charge,splitting_error
M9I6L3_Cnt8,661.1788,661.1829546418601,984600.0,0.0029569552280008793,10,-0.10099999999999909,10,0.9999999999990905
M9I5L5_Cnt7,662.2004,662.1975701678638,1293000.0,0.002778821624815464,11,-0.08990000000005693,11,1.1099999999373722
M9I3L3_Cnt9,558.3411,558.3398781479889,2476000.0,0.003481545951217413,9,-0.11340000000006967,9,2.0600000000627006
M8I1L8_Cnt4,559.2592,559.2589046413417,35450000.0,0.004239427857100964,12,-0.0826000000000704,12,0.8799999999155261
M7I2L6_Cnt5,663.2003,663.2042843631334,1291000.0,0.006008924450725317,9,-0.11239999999997963,9,1.1599999999816646
M7I2L4_Cnt4,456.1208,456.12283640914,2130000.0,0.007390155456960201,10,-0.10250000000002046,10,2.5000000000204636
M6I2L2_Cnt6,558.2895,558.2847324257667,3530000.0,0.009670477360486984,6,-0.1650000000000773,6,0.9999999999536158
M2I2L0_Cnt2,708.6981,708.6916883689,2651000.0,0.052694402635097504,2,-0.4880000000000564,2,2.3999999999887223
M2I2L0_Cnt2,708.187,708.1900108689001,3028000.0,0.06410547345876694,2,-0.4995000000000118,2,0.09999999999763531
M2I2L0_Cnt2,707.6876,707.6918268689001,4657000.0,0.03185265511274338,2,-0.4994000000000369,2,0.1199999999926149
M2I2L0_Cnt0,311.8452,311.84331049445,3432000.0,0.06333247572183609,4,-0.24670000000003256,4,1.319999999986976
M2I2L0_Cnt0,311.5909,311.59247174445,5349000.0,0.07704723626375198,4,-0.25430000000000064,4,1.7200000000002547
M2I2L0_Cnt0,311.3445,311.34360774445,3659000.0,0.09423872828483582,4,-0.24639999999999418,4,1.4400000000023283
M2I2L0_Cnt0,311.0981,311.09522399444995,3788000.0,0.0333109088242054,4,-0.24639999999999418,4,1.4400000000023283
M2I2L0_Cnt0,310.8441,310.84438524445,2417000.0,0.08212955296039581,4,-0.24629999999996244,4,1.4800000000150249
M2I1L1_Cnt1,478.8031,478.8050013391,969200.0,0.05699475109577179,3,-0.33430000000004156,3,0.2900000000124692
M2I1L1_Cnt1,478.4689,478.4731826724333,1175000.0,0.07613278180360794,3,-0.334199999999953,3,0.25999999998589374
M2I1L1_Cnt1,478.1444,478.1420043391001,1341000.0,0.029422622174024582,3,-0.32450000000000045,3,2.6499999999998636
M2I1L1_Cnt1,477.8105,477.8075526724333,1407000.0,0.06635012477636337,3,-0.32440000000002556,3,2.679999999992333
M2I1L1_Cnt1,477.4766,477.4731010057667,853900.0,0.07391079515218735,3,-0.33389999999997144,3,0.16999999999143256
