Formula,found_mz,theoretical_mz,found_intensity,theoretical_intensity,predicted_charge,mz_difference,charge,splitting_error
M8I6L1_Cnt4,452.8922,452.8926346870667,103100000.0,0.008417618460953236,12,-0.0835999999999899,12,0.31999999998788553
M8I6L1_Cnt4,452.8087,452.8090217704,1185000.0,0.005873778369277716,12,-0.083500000000015,12,0.200000000018008
M8I0L8_Cnt4,549.4257,549.4272097313334,92540000.0,0.006347993854433298,12,-0.08190000000001874,12,1.7199999999775173
M8I0L8_Cnt4,549.0984,549.094234648,75580000.0,0.006585662718862295,12,-0.08180000000004384,12,1.8399999999473948
M5I2L3_Cnt2,475.086,475.0865627692,1760000.0,0.022812440991401672,8,-0.12360000000001037,8,1.1199999999917054
M5I2L3_Cnt2,474.9623,474.9611433942,2162000.0,0.020986977964639664,8,-0.12369999999998527,8,1.040000000011787
M5I2L3_Cnt2,474.8387,474.8367113942,1702000.0,0.016972456127405167,8,-0.12360000000001037,8,1.1199999999917054
M5I2L3_Cnt2,474.715,474.71129201919996,2708000.0,0.015614312142133713,8,-0.12370000000004211,8,1.0399999999663123
M5I2L3_Cnt2,474.5914,474.5871001442,1519000.0,0.014791586436331272,8,-0.12359999999995352,8,1.1200000000371801
M4I0L4_Cnt5,1378.7744,1378.771714242667,1427000.0,0.02022707834839821,3,-0.324100000000044,3,2.769999999986794
M4I0L4_Cnt5,1378.1101,1378.1054439093334,1201000.0,0.015048948116600513,3,-0.32399999999984175,3,2.8000000000474756
M4I0L4_Cnt4,964.1041,964.099461987,21060000.0,0.022722458466887474,4,-0.2438999999999396,4,2.440000000024156
M4I0L4_Cnt4,963.8466,963.848623237,3716000.0,0.024009961634874344,4,-0.2439000000000533,4,2.4399999999786814
M4I0L4_Cnt4,963.6027,963.5997592370001,13920000.0,0.016905508935451508,4,-0.2438999999999396,4,2.440000000024156
M4I0L4_Cnt4,963.3589,963.349400737,2878000.0,0.013949872925877571,4,-0.2438000000000784,4,2.4799999999686406
M4I0L4_Cnt4,963.1016,963.1005367370001,14230000.0,0.019644321873784065,4,-0.2436999999999898,4,2.5200000000040745
M4I0L4_Cnt4,962.8578,962.849697987,1378000.0,0.020757412537932396,4,-0.2437999999999647,4,2.4800000000141154
M4I0L4_Cnt3,714.8925,714.8963484336,1534000.0,0.018986178562045097,5,-0.19839999999999236,5,0.8000000000038199
M4I0L4_Cnt3,714.6941,714.6956774336,1549000.0,0.020293908193707466,5,-0.19839999999999236,5,0.8000000000038199
M4I0L4_Cnt3,714.4958,714.4969704336,1067000.0,0.02206207439303398,5,-0.19830000000001746,5,0.8499999999912689
M3I1L3_Cnt0,429.9615,429.96287862205,1196000.0,0.04790996015071869,6,-0.16289999999997917,6,2.2600000000124965
M3I0L1_Cnt4,964.8631,964.8549075384999,3025000.0,0.04091906175017357,2,-0.4880999999999176,2,2.38000000001648
M2I3L0_Cnt1,667.1511,667.1526457879667,12550000.0,0.032646384090185165,3,-0.3269999999999982,3,1.9000000000005457
M2I3L0_Cnt1,666.8243,666.8181941213,16380000.0,0.05538380518555641,3,-0.3268000000000484,3,1.9599999999854845
M2I3L0_Cnt1,666.4862,666.4863754546334,18880000.0,0.048577819019556046,3,-0.3267999999999347,3,1.9600000000195905
M2I3L0_Cnt1,666.1483,666.1519237879667,13030000.0,0.08241110295057297,3,-0.33790000000010423,3,1.3700000000312684
M2I3L0_Cnt1,665.8217,665.8174721213,15070000.0,0.06926874071359634,3,-0.3265999999999849,3,2.0200000000045293
M2I3L0_Cnt1,665.4838,665.4862937879667,7906000.0,0.07182171940803528,3,-0.33789999999999054,3,1.3699999999971624
M2I3L0_Cnt1,665.1574,665.1518421213,6446000.0,0.060368072241544724,3,-0.3263999999999214,3,2.080000000023574
M2I3L0_Cnt0,430.3869,430.385160645975,44820000.0,0.03615664318203926,4,-0.24449999999995953,4,2.200000000016189
M2I3L0_Cnt0,430.1335,430.134321895975,53250000.0,0.06248539686203003,4,-0.2533999999999992,4,1.3599999999996726
M2I3L0_Cnt0,429.8891,429.88545789597504,69560000.0,0.05380108952522278,4,-0.24440000000004147,4,2.239999999983411
M2I3L0_Cnt0,429.6358,429.634619145975,56220000.0,0.09297827631235123,4,-0.24430000000000973,4,2.2799999999961074
M2I3L0_Cnt0,429.3825,429.383780395975,48640000.0,0.07959796488285065,4,-0.2533000000000243,4,1.3200000000097134
