Formula,found_mz,theoretical_mz,found_intensity,theoretical_intensity,predicted_charge,mz_difference,charge,splitting_error
M1I2L0_Cnt0,362.6294,362.6287416061,947300.0,0.0753236785531044,2,-0.498800000000017,2,0.2399999999965985
M1I2L0_Cnt0,361.1267,361.1286191061,2903000.0,0.30347001552581787,2,-0.5060999999999467,2,1.2199999999893407
M1I1L1_Cnt0,414.6438,414.64756918585,1005000.0,0.10805828124284744,2,-0.5067000000000235,2,1.340000000004693
M1I1L1_Cnt0,414.1463,414.14984118585005,1580000.0,0.0817362368106842,2,-0.4975000000000023,2,0.49999999999954525
M1I1L1_Cnt0,413.6491,413.64816368585,1370000.0,0.16079072654247284,2,-0.49720000000002074,2,0.5599999999958527
M1I1L1_Cnt0,413.1522,413.15139618585005,1392000.0,0.14246712625026703,2,-0.49689999999998236,2,0.6200000000035288
M1I1L1_Cnt0,412.6467,412.64971868585,1917000.0,0.2802599370479584,2,-0.5054999999999836,2,1.0999999999967258
M11I9L1_Cnt11,654.0944,654.0889175518637,1287000.0,0.0026835051830857992,11,-0.08930000000009386,11,1.7699999998967542
L+H,433.2164,433.2140697975,13100000.0,0.7294593453407288,1,-0.9997999999999934,1,0.02000000000066393
