id,type,ppm,amplitude
0,aldehyde,10.082333629069602,21442.375
1,aldehyde,10.07194232325276,10640.625
2,aldehyde,10.069497310119385,20359.875
3,aldehyde,10.06521853713598,10454.0
4,aldehyde,10.06155101743592,78041.75
5,aldehyde,10.032822113118772,1498225.875
6,aldehyde,9.713747899213416,10239.0
7,aldehyde,9.660568863562524,20995.0
8,aldehyde,9.646510038045623,20350.5
9,aldehyde,9.611057347611695,10307.375
10,aldehyde,9.608001081194978,20328.0
11,aldehyde,9.59516476224476,10430.125
12,aldehyde,9.570714630911016,20509.875
13,aldehyde,9.568269617777645,31396.5
14,aldehyde,9.56399084479424,31324.375
15,aldehyde,9.561545831660865,20643.125
16,aldehyde,9.548709512710648,21308.5
17,aldehyde,9.544430739727243,10473.625
18,aldehyde,9.54076322002718,10436.125
19,aldehyde,9.527315647793625,10401.75
20,aldehyde,9.522425621526875,42354.5
21,aldehyde,9.518758101826812,10181.375
22,aldehyde,9.51142306242669,20911.5
23,aldehyde,9.50653303615994,35518.875
24,aldehyde,9.501643009893193,10085.25
25,aldehyde,9.492474210643039,22054.25
26,aldehyde,9.488806690942976,21114.0
27,aldehyde,9.487584184376288,10324.0
28,aldehyde,9.480249144976167,20290.625
29,aldehyde,9.477804131842792,31973.125
30,aldehyde,9.471691599009358,20228.625
31,aldehyde,9.469857839159324,33064.375
32,aldehyde,9.467412826025953,10077.5
33,aldehyde,9.462522799759203,10915.75
34,aldehyde,9.460077786625828,10085.625
35,aldehyde,9.457632773492453,21994.0
36,aldehyde,9.455799013642423,11322.125
37,aldehyde,9.45213149394236,21167.625
38,aldehyde,9.446630214392268,20480.375
39,aldehyde,9.443573947975551,10128.5
40,aldehyde,9.441128934842176,32942.0
41,aldehyde,9.439295174992147,10381.5
42,aldehyde,9.436850161858771,31657.25
43,aldehyde,9.433793895442054,20897.375
44,aldehyde,9.431960135592025,10097.5
45,aldehyde,9.426458856041933,64781.375
46,aldehyde,9.423402589625212,10123.0
47,aldehyde,9.417290056791778,178517.625
48,aldehyde,9.41117752395834,31879.375
49,aldehyde,9.408121257541623,10503.625
50,aldehyde,9.405064991124906,44816.375
51,aldehyde,9.394673685308064,32103.75
52,aldehyde,9.391006165608005,10420.25
53,aldehyde,9.389172405757972,32255.75
54,aldehyde,9.386116139341254,10195.875
55,aldehyde,9.380614859791162,114533.875
56,aldehyde,9.3769473400911,47926.0
57,aldehyde,9.372057313824353,111714.5
58,aldehyde,9.367778540840948,10107.0
59,aldehyde,9.364111021140886,77268.0
60,aldehyde,9.359220994874136,10682.5
61,aldehyde,9.355553475174077,10586.75
62,aldehyde,9.353719715324043,33313.75
63,aldehyde,9.345162169357234,30675.375
64,aldehyde,9.34271715622386,22185.0
65,aldehyde,9.339660889807142,43653.625
66,aldehyde,9.334770863540392,55430.875
67,aldehyde,9.329880837273645,10514.125
68,aldehyde,9.328658330706958,87334.5
69,aldehyde,9.321323291306832,76720.125
70,aldehyde,9.300540679673151,718895.125
0,imine,8.710681261246588,33749565.125
1,imine,8.675839824096006,180737.0
2,imine,8.63244084097861,10012.25
3,imine,8.611046976061584,2007935.5
4,imine,8.57131551264425,21565.75
5,imine,8.569481752794221,20907.25
6,imine,8.535862822210323,2996947.875
7,imine,8.493075092376273,11213.625
8,imine,8.488796319392868,10009.25
9,imine,8.48268378655943,246661.25
10,imine,8.473514987309276,33625.125
11,imine,8.469236214325871,31108.125
12,imine,8.463734934775779,22275.75
13,imine,8.460678668359062,10609.875
14,imine,8.457622401942345,41515.625
15,imine,8.45334362895894,20935.875
16,imine,8.450898615825565,33077.625
