id,type,ppm,amplitude
0,aldehyde,10.007760728501683,139010.0
0,imine,8.805425520164846,429357.0
1,imine,8.7571365107807,10181.0
2,imine,8.58659684472784,209846.5
3,imine,8.512635197443267,121144.5
4,imine,8.499798878493053,21014.0
5,imine,8.48940757267621,144731.5
6,imine,8.480238773426056,143983.5
7,imine,8.470458720892559,31519.0
8,imine,8.457011148659,35510.0
9,imine,8.354320597057278,218767.5
10,imine,8.33476049199028,133737.5
11,imine,8.277302683355984,134298.5
12,imine,8.258353831572332,20699.5
13,imine,8.162998319370733,87555.0
14,imine,8.151384506987206,90360.5
15,imine,7.97839982780097,66153.0
16,imine,7.963118495717381,230346.0
17,imine,7.943558390650385,97265.5
18,imine,7.935000844683576,20570.0
19,imine,7.931333324983513,72837.0
20,imine,7.92888831185014,11185.5
21,imine,7.9013819140996775,1036593.0
22,imine,7.831699039798509,252100.0
23,imine,7.737566034163597,153656.0
24,imine,7.716783422529914,142339.0
25,imine,7.623872923461689,34819.5
26,imine,7.5370749572269,427069.0
27,imine,7.513847332459842,123300.0
28,imine,7.492453467542817,66859.5
29,imine,7.3371951335735455,396677.0
30,imine,7.315801268656521,396164.0
31,imine,6.719829317396521,76772.0
32,imine,6.697824199196153,58940.0
33,imine,6.504056908376236,431818.0
34,imine,6.482663043459209,371723.0
