id,type,ppm,amplitude
0,aldehyde,9.955192946134133,237089.0
0,imine,8.704568728413154,75642.5
1,imine,8.634885854111985,53096.5
2,imine,8.574371779060968,21386.5
3,imine,8.57314927249428,10122.5
4,imine,8.548699141160537,808129.5
5,imine,8.40749963270817,83207.5
6,imine,8.383049501374426,11086.5
7,imine,8.36837942257418,10116.5
8,imine,8.362878143024087,49959.5
9,imine,8.350653077357215,276866.5
10,imine,8.343929291240435,44544.0
11,imine,8.34148427810706,10147.5
12,imine,8.331092972290222,398746.5
13,imine,8.311532867223224,182054.5
14,imine,8.296862788422981,21013.5
15,imine,8.280358949772705,10231.5
16,imine,8.270578897239204,218916.0
17,imine,8.25101879217221,459100.0
18,imine,8.231458687105217,352573.5
19,imine,8.18928221055451,10164.5
20,imine,8.16911085220417,30902.5
21,imine,8.149550747137177,10157.0
22,imine,8.135491921620272,111347.5
23,imine,8.129379388786838,21990.5
24,imine,8.120210589536683,10669.5
25,imine,8.101872991036377,21445.5
26,imine,8.098816724619656,21996.0
27,imine,8.088425418802817,21888.5
28,imine,8.071310326869195,10233.5
29,imine,8.066420300602449,10184.5
30,imine,8.012018758384869,1704457.5
31,imine,7.979622334367657,88504.5
32,imine,7.964341002284068,10273.5
33,imine,7.963118495717381,21179.5
34,imine,7.953338443183882,115054.0
35,imine,7.942335884083698,46145.5
36,imine,7.9191082593166415,716438.0
37,imine,7.908105700216457,10334.0
38,imine,7.898936900966304,450105.0
39,imine,7.827420266815104,2772630.5
40,imine,7.796857602647925,214695.0
41,imine,7.752236112963842,735228.5
42,imine,7.733287261180192,180746.5
43,imine,7.490619707692786,146087.0
44,imine,7.4704483493424485,84274.0
45,imine,7.260788473155597,520629.0
46,imine,7.241839621371946,338196.0
47,imine,7.207609437504705,489508.0
48,imine,7.1886605857210535,197576.5
49,imine,6.400143850207825,435637.5
