id,type,ppm,amplitude
0,aldehyde,10.007149475218341,171120.4375
0,imine,8.79564546763135,58419.5625
1,imine,8.790755441364599,36109.625
2,imine,8.781586642114444,171525.5
3,imine,8.774862855997664,21812.4375
4,imine,8.740632672130424,6065954.9375
5,imine,8.696622435729687,342001.3125
6,imine,8.691732409462936,11459.25
7,imine,8.65261219932895,392301.0
8,imine,8.588430604577873,1689660.5
9,imine,8.481461279992743,8493072.25
10,imine,8.320090413190037,7751588.1875
11,imine,8.188670957271164,278605.8125
12,imine,8.146494480720456,2033520.125
13,imine,7.888545595149462,24366287.4375
14,imine,7.700279583879637,107800.375
15,imine,7.69049953134614,20670.0
16,imine,7.683775745229361,272152.5625
17,imine,7.672773186129176,33681.75
18,imine,7.658103107328929,476515.0
19,imine,7.643433028528684,217670.125
20,imine,7.623261670178345,170143.625
21,imine,7.606146578244725,21303.4375
22,imine,7.593921512577853,10513.3125
23,imine,7.520571118576622,7158036.5625
24,imine,7.482062161725977,20987.1875
25,imine,7.479005895309258,89974.6875
26,imine,7.4704483493424485,389995.1875
27,imine,7.435606912191864,1218009.5
28,imine,7.338417640140233,31114.8125
29,imine,7.336583880290202,10669.4375
30,imine,7.292573643889464,10913926.25
31,imine,6.7338881429134245,10373.375
32,imine,6.721663077246553,1144242.8125
33,imine,6.573128529394061,102300.875
34,imine,6.551734664477036,440432.125
35,imine,6.540120852093508,382014.9375
36,imine,6.522394506876544,10270.25
37,imine,6.520560747026512,80508.875
38,imine,6.46738171137562,10662281.25
