id,type,ppm,amplitude
0,aldehyde,10.006538221934996,177716.125
0,imine,8.820706852248435,10281.25
1,imine,8.81826183911506,10301.125
2,imine,8.791366694647945,5962596.625
3,imine,8.77364034943098,132618.0
4,imine,8.766305310030855,10120.5
5,imine,8.713737527663309,10066.0
6,imine,8.707624994829871,256930.375
7,imine,8.69356616931297,114911.875
8,imine,8.653834705895637,349896.25
9,imine,8.598821910394712,1179554.875
10,imine,8.483906293126118,7996158.375
11,imine,8.403220859724765,10346.125
12,imine,8.340873024823718,5690292.875
13,imine,8.30053030812304,10088.375
14,imine,8.290139002306201,1396189.75
15,imine,8.191727223687884,176543.25
16,imine,8.166665839070795,1404417.75
17,imine,7.90688319364977,18565843.375
18,imine,7.8090826683147965,22690.875
19,imine,7.774241231164212,2629223.5
20,imine,7.719228435663289,21390.625
21,imine,7.717394675813257,33621.625
22,imine,7.704558356863042,21772.75
23,imine,7.7021133437296685,11033.875
24,imine,7.689888278062797,22804.375
25,imine,7.683164491946017,255007.625
26,imine,7.66666065329574,144201.625
27,imine,7.659325613895617,101650.25
28,imine,7.643433028528684,20338.875
29,imine,7.639765508828622,74009.0
30,imine,7.623261670178345,33252.25
31,imine,7.605535324961381,44481.25
32,imine,7.567637621394078,10916.125
33,imine,7.540131223643617,6371603.25
34,imine,7.496120987242878,346736.5
35,imine,7.486952187992725,64012.875
36,imine,7.480839655159289,90885.125
37,imine,7.463724563225669,314799.75
38,imine,7.457000777108889,33633.125
39,imine,7.435606912191864,1113373.375
40,imine,7.359200251773916,10898.25
41,imine,7.356755238640541,10149.875
42,imine,7.314578762089833,11381132.875
43,imine,6.721663077246553,269713.5
44,imine,6.702102972179557,157319.125
45,imine,6.578629808944153,10765.75
46,imine,6.566404743277281,10107.875
47,imine,6.56273722357722,66657.25
48,imine,6.555402184177097,235627.5
49,imine,6.549289651343661,11631.875
50,imine,6.5456221316436,212715.75
51,imine,6.5352308258267575,85499.0
52,imine,6.526673279859948,65130.625
53,imine,6.5217832535932,116683.375
54,imine,6.499166882109486,11160562.375
