id,type,ppm,amplitude
0,aldehyde,10.005926968651654,275869.5
0,imine,8.90505980534985,182861.5
1,imine,8.894057246249666,188981.75
2,imine,8.85738204924905,21223.375
3,imine,8.791977947931287,66102.5
4,imine,8.789532934797911,10118.25
5,imine,8.785254161814507,20448.75
6,imine,8.781586642114444,111646.625
7,imine,8.72963011303024,89585.875
8,imine,8.708236248113217,46157.75
9,imine,8.676451077379348,610461.25
10,imine,8.655668465745666,11285.5
11,imine,8.542586608327102,266060.0
12,imine,8.526694022960168,987852.5
13,imine,8.491852585809585,10154.625
14,imine,8.479627520142714,10217.25
15,imine,8.401387099874732,54234.0
16,imine,8.381826994807739,10092.0
17,imine,8.376936968540988,10149.0
18,imine,8.37326944884093,21055.625
19,imine,8.364100649590775,286448.125
20,imine,8.31031036065654,2067166.625
21,imine,8.213121088604908,20083989.875
22,imine,7.737566034163597,195435.625
23,imine,7.720450942229976,266443.25
24,imine,7.710670889696478,83848.625
25,imine,7.700279583879637,456715.25
26,imine,7.6843869985127045,58534.5
27,imine,7.680108225529298,83134.125
28,imine,7.673995692695864,55912.625
29,imine,7.670328172995801,21605.625
30,imine,7.662993133595678,111250.125
31,imine,7.658103107328929,10191.25
32,imine,7.6519905744954935,199662.875
33,imine,7.642210521961997,11470.125
34,imine,7.639154255545278,44799.375
35,imine,7.633652975995186,46584.125
36,imine,7.631207962861812,36057.25
37,imine,7.607369084811412,637645.125
38,imine,7.5951440191445405,281798.75
39,imine,7.57986268706095,10816.25
40,imine,7.575583914077545,10296.625
41,imine,7.548688769610428,10141.625
42,imine,7.524238638276684,68078.75
43,imine,7.517514852159905,245318.625
44,imine,7.507123546343064,33700.375
45,imine,7.497954747092909,1148527.625
46,imine,7.469837096059105,23509.75
47,imine,7.466780829642386,31211.875
48,imine,7.463113309942325,329973.75
49,imine,7.447220724575392,10341.625
50,imine,7.44355320487533,88603.125
51,imine,7.430716885925114,339827.25
52,imine,7.409934274291433,1391886.375
53,imine,7.364090278040664,75653.5
54,imine,7.35308771894048,10840.75
55,imine,7.350031452523761,22651.375
56,imine,7.3463639328237,63048.25
57,imine,7.330471347456766,79332.375
58,imine,7.310911242389772,187947.625
59,imine,7.2149444769048285,31601.375
60,imine,6.515670720759764,440904.875
61,imine,6.284616979655888,478338.25
62,imine,6.277281940255764,10000.125
