id,type,ppm,amplitude
0,aldehyde,9.962527985534258,88877.28125
0,imine,8.964351373834177,31283.84375
1,imine,8.962517613984147,10105.40625
2,imine,8.960683854134118,11093.8125
3,imine,8.953348814733992,10265.9375
4,imine,8.949681295033933,10561.28125
5,imine,8.928287430116907,21482.375
6,imine,8.921563644000127,21391.3125
7,imine,8.92034113743344,10041.9375
8,imine,8.914839857883347,34190.875
9,imine,8.900781032366446,10393.09375
10,imine,8.888555966699574,20950.65625
11,imine,8.880609674016107,41327.3125
12,imine,8.874497141182673,10558.59375
13,imine,8.873274634615985,10946.875
14,imine,8.87082962148261,58265.4375
15,imine,8.867773355065893,113958.625
16,imine,8.859827062382426,33272.0
17,imine,8.856770795965708,11027.6875
18,imine,8.854937036115675,33584.0625
19,imine,8.851880769698958,42624.8125
20,imine,8.848824503282241,21787.21875
21,imine,8.845156983582179,353277.625
22,imine,8.789532934797911,993013.78125
23,imine,8.78219789539779,10314.5
24,imine,8.777919122414385,45199.75
25,imine,8.696622435729687,3798995.875
26,imine,8.663003505145788,55828.46875
27,imine,8.656890972312354,21512.5625
28,imine,8.655668465745666,21048.28125
29,imine,8.646499666495512,193330.125
30,imine,8.606768203078179,2283680.34375
31,imine,8.480850026709401,10080.15625
32,imine,8.477182507009339,11183.0
33,imine,8.469847467609217,10759.1875
34,imine,8.463734934775779,20234.625
35,imine,8.459456161792374,66143.4375
36,imine,8.45517738880897,10652.375
37,imine,8.451509869108907,11098.90625
38,imine,8.44356357642544,21005.375
39,imine,8.439896056725381,86904.03125
40,imine,8.359210623324024,3804273.40625
41,imine,8.32559169274013,10131.53125
42,imine,8.317034146773317,706296.53125
43,imine,8.277302683355984,43429.1875
44,imine,8.274246416939267,22386.5
45,imine,8.263243857839083,79331.25
46,imine,8.260187591422365,21057.78125
47,imine,8.132435655203555,6710485.125
48,imine,8.10798552386981,680961.375
49,imine,8.085369152386097,636450.96875
50,imine,8.064586540752416,10154.84375
51,imine,7.989402386901154,1712881.5625
52,imine,7.9099394600664885,22403.21875
53,imine,7.90688319364977,10776.875
54,imine,7.903826927233053,33165.53125
55,imine,7.901993167383021,10268.6875
56,imine,7.8775430360492775,1529412.5
57,imine,7.840867839048662,451140.125
58,imine,7.820696480698325,653695.5625
59,imine,7.8005251223479855,416353.15625
60,imine,7.7766862442975855,21633.28125
61,imine,7.774852484447556,20638.1875
62,imine,7.758348645797278,698392.5625
63,imine,7.73817728744694,247569.84375
64,imine,7.390985422507781,56576.03125
65,imine,7.375092837140849,649191.28125
66,imine,7.3549214787905095,305184.5625
67,imine,6.758338274247168,62929.53125
68,imine,6.44537659317525,10443.9375
69,imine,6.393420064091045,1151751.875
70,imine,6.01749929483474,1320523.96875
