id,type,ppm,amplitude
0,aldehyde,9.951525426434074,123687.25
0,imine,8.545031621460478,136647.875
1,imine,8.47779376029268,38631.4375
2,imine,8.467402454475842,460662.4375
3,imine,8.255297565155615,181004.1875
4,imine,8.235737460088622,351699.0625
5,imine,8.217399861588312,101011.3125
6,imine,8.153829520120581,12138.3125
7,imine,8.134269415053584,437921.8125
8,imine,8.115320563269933,120882.3125
9,imine,8.10309549760306,288132.6875
10,imine,8.010796251818181,91613.625
11,imine,7.988179880334466,121554.3125
12,imine,7.957005962883945,107410.1875
13,imine,7.914218233049893,174500.6875
14,imine,7.894658127982898,1085440.4375
15,imine,7.880599302465996,33730.125
16,imine,7.878154289332621,21649.8125
17,imine,7.87632052948259,10082.25
18,imine,7.873264263065873,139618.9375
19,imine,7.839645332481976,95115.125
20,imine,7.826197760248417,340988.5625
21,imine,7.807860161748109,771975.5625
22,imine,7.782187523847678,969687.125
23,imine,7.763238672064026,2461588.375
24,imine,7.700279583879637,10051.0625
25,imine,7.692944544479514,79668.75
26,imine,7.653824334345525,2720307.5
27,imine,7.592699006011165,10056.5
28,imine,7.588420233027761,294062.3125
29,imine,7.578640180494264,20049.5625
30,imine,7.556635062293894,406260.0625
31,imine,7.548688769610428,45754.0625
32,imine,7.538297463793586,546183.1875
33,imine,7.525461144843372,72200.1875
34,imine,7.521793625143309,10377.0625
35,imine,7.516903598876561,54391.0
36,imine,7.508957306193094,80033.375
37,imine,7.501622266792972,67049.125
38,imine,7.488785947842756,320869.0625
39,imine,7.474727122325853,10052.25
40,imine,7.468003336209073,225776.5
41,imine,7.460057043525608,10463.125
42,imine,7.451499497558797,32003.8125
43,imine,7.442941951591986,32633.5625
44,imine,7.440496938458613,44251.6875
45,imine,7.422159339958305,10439.5625
46,imine,7.4142130472748375,21810.9375
47,imine,7.410545527574777,55349.5625
48,imine,7.392207929074469,31970.1875
49,imine,7.390374169224438,10094.6875
50,imine,7.385484142957689,10225.5625
51,imine,7.265067246139002,31813.5625
52,imine,7.247340900922038,60059.625
53,imine,7.22900330242173,185460.625
54,imine,7.2063869309380175,210661.0625
55,imine,7.172156747070777,4413358.625
56,imine,7.052351103535433,843082.75
57,imine,7.0248447057849726,149446.8125
58,imine,7.018732172951537,83793.0
59,imine,7.014453399968132,47202.375
60,imine,7.011397133551413,20672.0
61,imine,7.008340867134696,94790.125
62,imine,7.00406209415129,21772.375
63,imine,6.999783321167885,10166.625
64,imine,6.983890735800952,32373.9375
65,imine,6.963719377450613,33429.0625
66,imine,6.960663111033896,10227.6875
67,imine,6.940491752683557,290169.625
68,imine,6.49122058942602,347446.0
69,imine,6.48082928360918,233162.8125
70,imine,6.471660484359025,11305.4375
71,imine,6.453934139142061,10588.5
72,imine,6.447821606308625,409896.25
73,imine,6.432540274225036,46229.9375
74,imine,6.322514683223189,184337.5625
75,imine,6.244885516238553,695189.125
76,imine,6.212489092221344,21398.625
77,imine,6.043783186018513,33126.75
78,imine,6.0388931597517645,116550.4375
79,imine,6.032780626918329,32388.6875
80,imine,5.971655298583969,22986.4375
