id,type,ppm,amplitude
0,aldehyde,10.030377099985397,21274.125
0,imine,8.905671058633192,396425.6875
1,imine,8.894057246249666,439430.125
2,imine,8.679507343796068,101711.375
3,imine,8.63733086724536,52996.6875
4,imine,8.597599403828024,710532.8125
5,imine,8.58965311114456,10180.0625
6,imine,8.538307835343698,10854.8125
7,imine,8.534029062360293,81201.125
8,imine,8.513857704009954,272980.625
9,imine,8.505300158043145,10841.4375
10,imine,8.49429759894296,553847.9375
11,imine,8.485128799692806,10035.75
12,imine,8.478405013576026,210835.4375
13,imine,8.381215741524397,395487.4375
14,imine,8.367156916007492,45734.9375
15,imine,8.36471190287412,10359.5
16,imine,8.35982187660737,32514.9375
17,imine,8.356765610190653,22098.625
18,imine,8.351875583923903,85130.25
19,imine,8.347596810940498,91596.625
20,imine,8.332926732140251,225142.375
21,imine,8.324980439456784,41454.4375
22,imine,8.3139778803566,10524.6875
23,imine,8.302975321256415,20883.75
24,imine,8.297474041706323,21129.25
25,imine,8.29380652200626,65543.25
26,imine,8.26263260455574,4623399.25
27,imine,8.172167118620887,10559.75
28,imine,8.168499598920828,57541.6875
29,imine,8.166054585787453,10443.3125
30,imine,8.162998319370736,30520.0625
31,imine,8.159942052954015,34979.25
32,imine,8.031578863451863,11044317.0625
33,imine,7.793801336231206,5015997.75
34,imine,7.697834570746264,52669.0625
35,imine,7.694778304329545,10685.5
36,imine,7.6874432649294215,157801.8125
37,imine,7.682553238662673,36427.25
38,imine,7.672161932845833,152922.0625
39,imine,7.6281516964450935,10187.8125
40,imine,7.622650416895001,10494.9375
41,imine,7.620816657044972,21722.1875
42,imine,7.616537884061565,33359.625
43,imine,7.550522529460458,203963.6875
44,imine,7.5358524506602125,21935.625
45,imine,7.531573677676808,79543.125
46,imine,7.493675974109505,32907.75
47,imine,7.484507174859352,1899896.1875
48,imine,7.425215606375024,11022.8125
49,imine,7.3695915575907565,242431.3125
50,imine,7.357366491923885,1286198.875
51,imine,7.3225250547733,34196.8125
52,imine,7.317023775223208,20317.75
53,imine,7.3133562555231455,10129.8125
54,imine,7.277903565089217,20862.5
55,imine,7.276069805239188,10716.5
56,imine,6.596356154161117,687018.9375
57,imine,6.505890668226265,1238275.0625
58,imine,6.489998082859333,10147.0
59,imine,6.084737156002533,248454.0625
60,imine,6.076790863319068,10757.1875
61,imine,6.0535632385520115,47428.625
