id,type,ppm,amplitude
0,aldehyde,9.950914173150728,846131.75
1,aldehyde,9.938077854200515,10626.75
0,imine,8.5046889047598,484371.375
1,imine,8.385494514507801,10090.5
2,imine,8.38243824809108,140620.0
3,imine,8.377548221824334,21703.625
4,imine,8.36837942257418,10473.625
5,imine,8.360433129890712,122649.625
6,imine,8.354320597057278,10052.875
7,imine,8.090870431936192,146894.625
8,imine,8.08231288596938,22494.0
9,imine,8.073144086719228,412299.0
10,imine,7.8775430360492775,133092.375
11,imine,7.872653009782529,11048.625
12,imine,7.871430503215842,11005.0
13,imine,7.8537041579988776,754168.5
14,imine,7.743067313713689,8473612.875
15,imine,7.658103107328929,10491.25
16,imine,7.655658094195556,53258.5
17,imine,7.648934308078776,20927.125
18,imine,7.646489294945401,56378.25
19,imine,7.6428217752453405,11046.375
20,imine,7.639765508828622,43869.25
21,imine,7.634264229278529,32110.375
22,imine,7.626929189878406,10032.875
23,imine,7.620205403761628,31634.375
24,imine,7.518737358726592,946554.625
25,imine,7.48450717485935,704244.75
26,imine,7.473504615759166,10098.375
27,imine,7.464947069792356,1701480.625
28,imine,7.405655501308028,165834.625
29,imine,7.398931715191249,10155.875
30,imine,7.3964867020578735,22366.625
31,imine,7.393430435641156,91919.5
32,imine,7.382427876540972,111585.75
33,imine,7.379371610124253,20605.0
34,imine,7.3702028108741,10440.75
35,imine,7.355532732073853,10160.125
36,imine,6.735721902763456,10890.125
37,imine,6.708215505012993,1333947.75
