id,type,ppm,amplitude
0,aldehyde,10.006538221934996,51962.3125
0,imine,8.791366694647945,6444070.5
1,imine,8.774251602714322,20700.1875
2,imine,8.595765643977995,419619.125
3,imine,8.535862822210323,10131.625
4,imine,8.53036154266023,120467.1875
5,imine,8.475960000442651,7484572.0
6,imine,8.401998353158078,10490.375
7,imine,8.356154356907307,22004.0625
8,imine,8.340873024823718,6388499.75
9,imine,8.29380652200626,10414.0625
10,imine,8.282803962906076,318001.25
11,imine,8.273635163655925,24288.6875
12,imine,8.267522630822487,70366.0625
13,imine,8.263855111122425,31208.0
14,imine,8.261410097989053,10553.125
15,imine,8.164832079220766,542430.25
16,imine,7.90688319364977,15976353.3125
17,imine,7.832310293081853,529368.625
18,imine,7.79257882966452,10419.3125
19,imine,7.782187523847678,144423.5625
20,imine,7.774241231164212,115032.625
21,imine,7.766906191764089,33760.25
22,imine,7.765072431914057,21285.375
23,imine,7.760182405647309,118611.5625
24,imine,7.749791099830468,264945.5625
25,imine,7.736343527596909,199628.0625
26,imine,7.7290084881967855,23005.75
27,imine,7.724729715213381,79485.125
28,imine,7.540131223643617,7014866.8125
29,imine,7.509568559476437,10726.0
30,imine,7.499788506942941,10140.8125
31,imine,7.496120987242878,129866.8125
32,imine,7.434384405625177,10720.5
33,imine,7.358588998490572,10236.5625
34,imine,7.314578762089833,13081105.125
35,imine,6.72288558381324,23342.6875
36,imine,6.719829317396521,21209.75
37,imine,6.714939291129773,10115.5625
38,imine,6.703325478746245,10077.625
39,imine,6.699657959046184,20808.9375
40,imine,6.523005760159886,10700.75
41,imine,6.499166882109486,12801333.375
