id,type,ppm,amplitude
0,aldehyde,10.005926968651643,768982.5
0,imine,8.804814266881493,2656672.5
1,imine,8.756525257497348,356860.5
2,imine,8.585985591444487,1616445.5
3,imine,8.531584049226911,165491.5
4,imine,8.457011148658992,4442315.5
5,imine,8.441729816575403,10397.0
6,imine,8.353709343773925,834640.5
7,imine,8.334760491990274,735379.5
8,imine,8.276691430072635,2676710.5
9,imine,8.188059703987815,11131.5
10,imine,8.150773253703854,2440694.0
11,imine,8.133658161770235,32593.5
12,imine,7.96250724243403,3651411.5
13,imine,7.915440739616572,10572.0
14,imine,7.911773219916511,69788.0
15,imine,7.900770660816327,21140890.0
16,imine,7.5890314863110975,301638.5
17,imine,7.536463703943549,8294187.0
18,imine,7.3158012686565135,5414618.5
19,imine,7.265067246138995,23588.5
20,imine,7.262622233005621,57142.5
21,imine,7.257732206738873,93868.5
22,imine,7.251619673905437,10556.0
23,imine,7.248563407488718,41261.5
24,imine,7.240005861521909,21210.5
25,imine,6.719218064113172,2177754.0
26,imine,6.567015996560619,21406.0
27,imine,6.565182236710588,10296.5
28,imine,6.559069703877152,165436.5
29,imine,6.555402184177091,22794.5
30,imine,6.55356842432706,10948.0
31,imine,6.545622131643593,563767.0
32,imine,6.526062026576597,225512.0
33,imine,6.482663043459204,4580978.0
34,imine,6.455767898992085,104088.5
